ID,Restaurant,Address,Time,Price,District,latitude,longitude
136,Thành Đạt - Hủ Tiếu Nam Vang - Nguyễn Hữu Cầu,"22B Nguyễn Hữu Cầu, P. Tân Định, Quận 1, TP. HCM",,45.000 - 65.000,Quận 1,10.7865712,106.6914831
137,Gà Rán Popeyes - Điện Biên Phủ,"58/13 Nguyễn Bỉnh Khiêm (Vòng Xoay Nguyễn Bỉnh Khiêm), P. Đa Kao, Quận 1, TP. HCM",,30.000 - 170.000,Quận 1,10.7604444,0.0
138,"Bento Delichi - Cơm Gà Xối Mỡ, Cơm Gà Mắm Tỏi - Quận 1","19/2 Nguyễn Thị Minh Khai, Bến Nghé, Quận 1, TP. HCM",,40.000 - 50.000,Quận 1,10.7797191,106.7024697
139,Cơm Tấm Bụi Sài Gòn - Thạch Thị Thanh,"100 Thạch Thị Thanh, P. Tân Định, Quận 1, TP. HCM",,30.000 - 55.000,Quận 1,10.7936603,106.6920718
140,Bánh Canh Cua - Trần Khắc Chân,"87 Trần Khắc Chân, P. Tân Định, Quận 1, TP. HCM",,30.000 - 55.000,Quận 1,10.7717626,106.6908358
141,Xù Food - Kimbap & Mì Trộn,"135/30 Trần Hưng Đạo, P. Cầu Ông Lãnh, Quận 1, TP. HCM",,10.000 - 155.000,Quận 1,10.795323,106.6955206
142,Mỳ Ý Spaghetti To Go - Trần Hưng Đạo,"393/9 Trần Hưng Đạo, P. Cầu Kho, Quận 1, TP. HCM",,25.000 - 95.000,Quận 1,10.7897416,106.6862505
143,Cô Nga - Bún Thịt Nướng & Gỏi Cuốn,"TK29/15 Nguyễn Cảnh Chân, P. Cầu Kho, Quận 1, TP. HCM",,7.000 - 30.000,Quận 1,10.7887616,106.6893953
144,Cháo Sườn Chú Chen - Nguyễn Trãi,"281 - 283 Nguyễn Trãi, P. Nguyễn Cư Trinh, Quận 1, TP. HCM",,35.000 - 79.000,Quận 1,10.7936603,106.6868033
145,Bún Thịt Nướng Kiều Bảo - Đề Thám,"139 Đề Thám, P. Cô Giang, Quận 1, TP. HCM",,10.000 - 25.000,Quận 1,10.7643484,106.6948075
146,Cơm Tấm Phúc Lộc Thọ - 236 Đinh Tiên Hoàng,"236 Đinh Tiên Hoàng, P. Đa Kao, Quận 1, TP. HCM",06:00 - 22:15,32.000 - 139.000,Quận 1,10.7682389,106.6974842
147,TOUS les JOURS - Hai Bà Trưng,"180 Hai Bà Trưng, Quận 1, TP. HCM",,30.000 - 66.000,Quận 1,10.761141,106.6995731
148,Cơm Chay Diệu Vy - Đề Thám,"61 Đề Thám, P. Cô Giang, Quận 1, TP. HCM",06:00 - 21:00,15.000 - 35.000,Quận 1,10.7630572,106.6959182
149,Emy - Trái Cây Tươi Và Ăn Vặt - Nguyễn Trãi,"212A/A37 Nguyễn Trãi, P. Nguyễn Cư Trinh, Quận 1, TP. HCM",,19.000 - 79.000,Quận 1,10.776239,106.6876514
150,Bready Bánh Mì Tươi - Burger Đĩa Bay - Mạc Đĩnh Chi,"62 Mạc Đĩnh Chi, P. Đakao, Quận 1, TP. HCM",,40.000 - 66.000,Quận 1,10.7709739,0.0
151,Cháo Trắng & Cháo Đậu HP - Phạm Viết Chánh,"112 Phạm Viết Chánh, P. Nguyễn Cư Trinh, Quận 1, TP. HCM",,5.000 - 25.000,Quận 1,10.7698062,106.6826042
152,Chè Hoa - Trần Cao Vân,"15 Trần Cao Vân, P. Đakao, Quận 1, TP. HCM",,10.000 - 20.000,Quận 1,10.7708113,0.0
153,Cơm Gà Hải Nam - Calmette,"205-207 Calmette, P. Nguyễn Thái Bình, Quận 1, TP. HCM",,50.000 - 100.000,Quận 1,10.7698062,106.700206
154,Bigbro Korean Hotdog,"85 Hồ Tùng Mậu, P. Bến Nghé, Quận 1, TP. HCM",,50.000 - 50.000,Quận 1,10.7927082,106.7042799
155,Thành Đạt - Hủ Tíu Nam Vang - Cô Bắc,"34 Cô Bắc, P. Cầu Ông Lãnh, Quận 1, TP. HCM",00:00 - 23:59,35.000 - 50.000,Quận 1,10.7673332,106.6956594
156,Cơm Tấm Kiều Giang - Trần Quang Khải,"192E Trần Quang Khải, Quận 1, TP. HCM",,28.000 - 55.000,Quận 1,10.7876959,106.6957114
157,Yến Lan - Bún Thịt Nướng & Bánh Hỏi,"Đối Diện 111 Nguyễn Hữu Cầu, P. Tân Định, Quận 1, TP. HCM",,25.000 - 35.000,Quận 1,10.7734873,0.0
158,Bún Riêu Gánh Bến Thành - Lê Thánh Tôn,"163 Lê Thánh Tôn, P. Bến Thành, Quận 1, TP. HCM",,35.000 - 40.000,Quận 1,10.7803853,106.6986482
159,Bánh Mì Chim Chạy - Thịt Nướng Than,"Cổng Chính chợ Thái Bình, P. Phạm Ngũ Lão, Quận 1, TP. HCM",,17.000 - 20.000,Quận 1,10.7641902,0.0
160,ANA FOODS - Dimsum & Cơm Gà - Nguyễn Thị Minh Khai,"18B/17 Nguyễn Thị Minh Khai, P. Đa Kao, Quận 1, TP. HCM",,23.000 - 48.000,Quận 1,10.7596798,106.7001884
161,Súp Cua Bông - Mạc Đĩnh Chi,"59C Mạc Đĩnh Chi, Quận 1, TP. HCM",06:10 - 21:00,17.000 - 25.000,Quận 1,10.7813701,106.6976719
162,Bún Bò Huế Đông Ba - Since 1998,"207B Nguyễn Văn Thủ, P. Đa Kao, Quận 1, TP. HCM",06:00 - 21:00,38.000 - 55.000,Quận 1,10.7712008,106.6968522
163,Bánh Mì Chim Chạy - 11/4 Nguyễn Thị Minh Khai,"11/4 Nguyễn Thị Minh Khai, P. Bến Nghé, Quận 1, TP. HCM",06:00 - 22:00,20.000 - 72.000,Quận 1,10.7635026,106.7016034
164,Bún Riêu Cô Hương Béo - Nguyễn Thị Minh Khai,"19B Nguyễn Thị Minh Khai , P. Bến Nghé, Quận 1, TP. HCM",,15.000 - 80.000,Quận 1,10.7917653,106.7024697
165,Busan Korean Food - Món Hàn Quốc - Nguyễn Thái Học,"45/4 Nguyễn Thái Học, P. Cầu Ông Lãnh, Quận 1, TP. HCM",,30.000 - 270.000,Quận 1,10.7693926,106.696495
166,Chivago Chicken - Gà Rán Hàn Quốc & Bia - Nguyễn Thái Học,"161 Nguyễn Thái Học, P. Phạm Ngũ Lão, Quận 1, TP. HCM",,100.000 - 500.000,Quận 1,10.7746806,106.6953143
167,Gỏi Cuốn Bà Dzú - Gỏi Cuốn & Bún Thịt Xào - Không Chi Nhánh,"26/26 Đỗ Quang Đẩu, P. Phạm Ngũ Lão, Quận 1, TP. HCM",,8.000 - 25.000,Quận 1,10.7876959,106.6916243
168,QUÁN BÚN BÒ & PHỞ CÔ SÁU - Nguyễn Trãi,"214/C40 Nguyễn Trãi, P. Nguyễn Cư Trinh, Quận 1, TP. HCM",,10.000 - 90.000,Quận 1,10.7628866,106.6866177
169,Quán No - Bún Đậu Mắm Tôm,"26/24/24 Đỗ Quang Đẩu, P. Phạm Ngũ Lão, Quận 1, TP. HCM",,40.000 - 70.000,Quận 1,10.7666165,106.6916243
170,Giò Chả Minh Châu - Lý Tự Trọng,"238 Lý Tự Trọng, P. Bến Thành, Quận 1, TP. HCM",06:00 - 17:55,100.000 - 330.000,Quận 1,10.772787,106.6954284
171,Bonchon Chicken Vietnam - Lý Tự Trọng,"43 Lý Tự Trọng, P. Bến Nghé, Quận 1, TP. HCM",,25.000 - 250.000,Quận 1,10.7763625,106.6995298
172,Bánh Mì 611 - Lương Hữu Khánh,"9A Lương Hữu Khánh, P. Phạm Ngũ Lão, Quận 1, TP. HCM",,25.000 - 60.000,Quận 1,10.7700336,106.6861222
173,Cháo Sườn Cô Giang - Cô Giang,"185 Cô Giang, P. Cô Giang, Quận 1, TP. HCM",,10.000 - 40.000,Quận 1,10.7643264,106.6962959
174,Cơm Ngon Hà Nội - 131 Nguyễn Du,"131 Nguyễn Du, P. Bến Thành, Quận 1, TP. HCM",,11.000 - 25.000,Quận 1,10.7741413,106.6952278
175,Bún Thái Hải Sản - Vân Trường - Trần Quang Khải,"102/2 Trần Quang Khải, P. Tân Định, Quận 1, TP. HCM",,35.000 - 60.000,Quận 1,10.7927082,106.6957114
176,Xôi Làng Nghề - Chuẩn Vị Bắc - Nguyễn Thị Minh Khai,"11E Nguyễn Thị Minh Khai, P. Bến Nghé, Quận 1, TP. HCM",06:20 - 20:30,20.000 - 50.000,Quận 1,10.7709739,106.7024697
177,Bánh Cuốn Ba Miền - Trần Quang Khải,"205 Trần Quang Khải, P. Tân Định, Quận 1, TP. HCM",00:00 - 23:59,33.000 - 45.000,Quận 1,10.7927082,106.6957114
178,Bánh Cuốn Tây Hồ - Đinh Tiên Hoàng,"127 Đinh Tiên Hoàng, P. Đa Kao, Quận 1, TP. HCM",06:00 - 19:45,30.000 - 55.000,Quận 1,10.7926943,106.6960027
179,Cơm Tấm Sườn Que - Nguyễn Thị Minh Khai,"15M Nguyễn Thị Minh Khai, P. Bến Nghé, Quận 1, TP. HCM",,20.000 - 200.000,Quận 1,10.7709739,106.7024697
180,Burger King - Phạm Ngũ Lão,"275 - 277 Phạm Ngũ Lão, P. Phạm Ngũ Lão, Quận 1, TP. HCM",,80.000 - 121.000,Quận 1,10.7698062,106.696162
181,Quán Ngon - Bún Chả Hà Nội & Đặc Sản Vùng Miền - Đề Thám,"209 Đề Thám, P. Phạm Ngũ Lão, Quận 1, TP. HCM",,0 - 0,Quận 1,10.7670127,106.6942193
182,Thanh Thành Đạt - Hủ Tiếu Nam Vang - 43 Đinh Tiên Hoàng,"43 Đinh Tiên Hoàng, P. Đa Kao, Quận 1, TP. HCM",06:00 - 22:00,35.000 - 50.000,Quận 1,10.7876959,106.7004304
183,Thế Giới Donut - Hai Bà Trưng,"210 Hai Bà Trưng, P. Tân Định, Quận 1, TP. HCM",,12.000 - 33.000,Quận 1,10.7880068,106.6918928
184,Cơm Gà Xối Mỡ Su Su,"117/1D Cống Quỳnh, P. Nguyễn Cư Trinh, Quận 1, TP. HCM",,28.000 - 44.000,Quận 1,10.7635026,106.6905496
185,Gà Rán KFC - Trịnh Văn Cấn - Nguyễn Thái Học,"35 Trịnh Văn Cấn, P. Cầu Ông Lãnh, Quận 1, TP. HCM",,30.000 - 88.000,Quận 1,10.7672615,106.6963863
186,Hồng Hạnh - Bánh Cuốn & Món Huế,"17A Nguyễn Thị Minh Khai, P. Bến Nghé, Quận 1, TP. HCM",06:00 - 22:40,25.000 - 77.000,Quận 1,10.7854466,106.7003797
187,Cu Sữa - Tré Trộn,"59 Nguyễn Du, P. Bến Nghé, Quận 1, TP. HCM",,20.000 - 50.000,Quận 1,10.7792809,106.7002377
188,Phở Hà - Hải Triều - Since 1990,"19 Hải Triều, P. Bến Nghé, Quận 1, TP. HCM",00:00 - 23:59,45.000 - 60.000,Quận 1,10.7717626,106.7049615
189,DODO PIZZA - Trần Hưng Đạo,"147A Trần Hưng Đạo, P. Cầu Ông Lãnh, Quận 1, TP. HCM",,68.000 - 525.000,Quận 1,10.7666766,106.6944217
190,Bò Kho Cô Mai - Since 1984 - Nguyễn Thị Minh Khai,"25 Nguyễn Thị Minh Khai, P. Bến Nghé, Quận 1, TP. HCM",,10.000 - 50.000,Quận 1,10.7838752,106.6992161
191,Phở Phú Vương - Nguyễn Thái Bình,"120 Nguyễn Thái Bình, P. Nguyễn Thái Bình, Quận 1, TP. HCM",06:00 - 21:30,50.000 - 80.000,Quận 1,10.7683485,106.6986878
192,Cá Viên Chiên - Lương Hữu Khánh,"33A Lương Hữu Khánh, P. Phạm Ngũ Lão, Quận 1, TP. HCM",,20.000 - 55.000,Quận 1,10.7700336,106.6861222
193,Phá Lấu Lì - Sương Nguyệt Ánh,"1A Sương Nguyệt Ánh, P. Bến Thành, Quận 1, TP. HCM",,30.000 - 110.000,Quận 1,10.7719242,106.6890942
194,Bánh Canh Cua Út Thảo - Lê Thánh Tôn,"171 Lê Thánh Tôn, P. Bến Nghé, Quận 1, TP. HCM",,30.000 - 300.000,Quận 1,10.7765708,106.7012198
195,The Pizza Company - Nguyễn Thái Học,"105 - 107 Nguyễn Thái Học, P. Cầu Ông Lãnh, Quận 1, TP. HCM",,100.000 - 250.000,Quận 1,10.7677766,106.695474
196,A Tùng - Bánh Mì Bò Nướng Bơ Cambodia - Cống Quỳnh,"171 Cống Quỳnh, Quận 1, TP. HCM",,5.000 - 15.000,Quận 1,10.7663464,106.6888051
197,Vina Chuối - Huỳnh Thúc Kháng,"25 Huỳnh Thúc Kháng, P. Bến Nghé, Quận 1, TP. HCM",,8.000 - 8.000,Quận 1,10.7737699,106.7036114
198,MANMARU - Ẩm Thực Nhật Bản - Mạc Đĩnh Chi,"71 Mạc Đĩnh Chi, P. Đa Kao, Quận 1, TP. HCM",,150.000 - 300.000,Quận 1,10.7878429,106.6961375
199,Cô Thủy - Bánh Tráng Nướng,"4 Đường Số 4, P. Bình An, Thành Phố Thủ Đức, TP. HCM",,10.000 - 35.000,Quận 2,10.7889838,106.6990217
200,Cơm Vịt Quay Hồng Kông,"199M Nguyễn Văn Hưởng, P. Thảo Điền, Thành Phố Thủ Đức, TP. HCM",,30.000 - 60.000,Quận 2,10.8008742,106.7290065
201,Nhà Hàng Ẩm Thực Quê Nhà - Trần Não,"168 Trần Não, P. An Khánh, Quận 2, TP. HCM",,25.000 - 150.000,Quận 2,10.7951551,106.7316906
202,Dao Hua - Taiwanese Hotpot Paradise - Estella Place,"Tầng 3, Tầng 3, L3 - L10 Estella Place, 88 Song Hành, P. An Phú, Quận 2, TP. HCM",,50.000 - 300.000,Quận 2,10.8017686,106.7463777
203,Quê Hương - Bánh Lọc & Bánh Nậm - Đường Số 14,"26 Đường Số 14, P. Bình Trưng Tây, Thành Phố Thủ Đức, TP. HCM",,0 - 0,Quận 2,10.7867893,106.7676017
204,GRAYO - Sữa Chua Hy Lạp - Song Hành,"88 Song Hành, P. An Phú, Quận 2, TP. HCM",,0 - 0,Quận 2,10.8017686,106.7463777
205,"Tiệm Bánh Hoa Piones - Bánh Bò, Bánh Chuối & Bánh Mì","25/2 Đường Số 6, P. Bình Trưng Tây, Quận 2, TP. HCM",,0 - 0,Quận 2,10.7842769,106.759819
206,Thái By The Lost Art - Đồ Ăn & Đồ Uống - Xuân Thủy,"48bis Xuân Thủy, P. Thảo Điền, Quận 2, TP. HCM",,0 - 0,Quận 2,10.8030458,106.7306788
207,Cơm Tấm Thủ Thiêm,"39 Đỗ Xuân Hợp, P. Bình Trưng Đông, Quận 2, TP. HCM",,29.000 - 39.000,Quận 2,10.7927097,106.7816332
208,Bún Bò Thiên Lộc - Đường 12,"67 Đường Số 12, P. An Khánh, Quận 2, TP. HCM",,5.000 - 99.000,Quận 2,10.7908243,106.7327258
209,Dr.Kpop Kimchi - Món Ăn Hàn Quốc - Quốc Hương,"33/32 Quốc Hương, P. Thảo Điền, Quận 2, TP. HCM",,0 - 0,Quận 2,10.8019928,106.732648
210,Hiền Bary - Cơm Tấm,"86D Song Hành, P. An Phú, Quận 2, TP. HCM",,8.000 - 92.000,Quận 2,10.8017686,106.7463777
211,Mì Quảng SaLa - Mì Quảng - Đường Số 47,"5 Đường Số 47, P. Bình An, Thành Phố Thủ Đức, TP. HCM",,0 - 0,Quận 2,10.83501179,106.7227355
212,Titi Bakery - Đường Số 34,"51 Đường Số 34, P. An Phú, Quận 2, TP. HCM",,35.000 - 85.000,Quận 2,10.7919232,106.7409212
213,Hủ Tiếu Sườn - SA2-0019,"SA2-0019, 28 Mai Chí Thọ, P. An Phú, Quận 2, TP. HCM",,0 - 0,Quận 2,10.7853346,106.7484655
214,Bếp én - Bánh mì Gia Lai - Shop Online,"2 Tống Hữu Định, P. Thảo Điền, Quận 2, TP. HCM",,0 - 0,Quận 2,10.805986,106.7331307
215,Kiều Linh - Má Heo Nướng Muối Ớt - Trần Não,"193 Trần Não, P. An Bình, Quận 2, TP. HCM",,88.000 - 88.000,Quận 2,10.78770897,106.730258
216,Azfood - Trái Cây Sấy - Shop Online,"215B3 Nguyễn Văn Hưởng, P. Thảo Điền, Quận 2, TP. HCM",,20.000 - 150.000,Quận 2,10.8007203,106.7291981
217,Cơm Tấm 25 & Cơm VP - Trần Não,"83/24 Đường Số 6, P. An Khánh, Quận 2, TP. HCM",,5.000 - 59.000,Quận 2,10.79458029,106.7350429
218,Ăn Vặt Hoàng Yến - Shop Online,"10A Đường 29, P. Bình Trưng Tây, Quận 2, TP. HCM",,0 - 0,Quận 2,10.7849578,106.7567906
219,Zhi Coffee,"195 Nguyễn Thị Định, P. Bình Trưng Tây , Thành Phố Thủ Đức, TP. HCM",05:00 - 11:30,30.000 - 50.000,Quận 2,10.7888613,106.7549872
220,Cô Huệ - Bún Nem Nướng Phú Yên,"771A Đường Số 5, P. An Phú, Quận 2, TP. HCM",,10.000 - 25.000,Quận 2,10.7975104,106.7786054
221,Phố Lãng Mạn - Kimbap & Tukbokki,"3 Nguyễn Quí Đức, P. An Phú, Quận 2, TP. HCM",,10.000 - 45.000,Quận 2,10.79976019,106.7384951
222,Ăn Vặt Má Hoa,"Chung Cư Đức Khải, Đường Số 4, P. Bình Khánh, Quận 2, TP. HCM",,9.000 - 149.000,Quận 2,10.7822312,106.7366411
223,Lẩu Chay - Minh Tâm 5,"44 Đường Số 56, P. Bình Trưng Đông, Quận 2, TP. HCM",,10.000 - 140.000,Quận 2,10.78058715,106.7548462
224,Mino - Coffee & Cơm Văn Phòng,"214 Bùi Tá Hán, P. An Phú, Quận 2, TP. HCM",,10.000 - 45.000,Quận 2,10.79153,106.7449896
225,Pasta Fever,"1/19 Đường Số 6, P. Bình An, Quận 2, TP. HCM",,35.000 - 99.000,Quận 2,10.7344385,106.6542947
226,Chú Ngữ - Vịt Quay Lạng Sơn,"361B Lương Định Của, P. An Phú, Quận 2, TP. HCM",,130.000 - 250.000,Quận 2,10.791784,106.7487958
227,Country Club Panini & Coffee,"257/277G Lương Định Của, P. An Phú, Quận 2, TP. HCM",,50.000 - 135.000,Quận 2,10.791784,106.7487958
228,GDP's - Bún Thái Cay - Shop Online,"72/12/1B Nguyễn Tư Nghiêm, P. Bình Trưng Tây, Quận 2, TP. HCM",,15.000 - 45.000,Quận 2,10.7857306,106.7622587
229,Huê Liên - Món Chay,"31 - 33 Đường Số 4, KP. 1, P. Thạnh Mỹ Lợi, Quận 2, TP. HCM",,10.000 - 35.000,Quận 2,10.7778708,106.7592924
230,Cơm Xá Xíu Thượng Hạng 88 - Thân Văn Nhiếp,"62 Thân Văn Nhiếp, P. An Phú, Thành Phố Thủ Đức, TP. HCM",,30.000 - 50.000,Quận 2,10.7898967,106.7537867
231,Sóoc Nhỏ - Mì Xào Homemade,"94/45 Đường Số 39, P. Bình Trưng Tây, Quận 2, TP. HCM",,15.000 - 40.000,Quận 2,10.7833705,106.7665461
232,Hoa Biển Quán - Cháo & Hải Sản,"201A Nguyễn Duy Trinh, P. Bình Trưng Tây, Quận 2, TP. HCM",,30.000 - 40.000,Quận 2,10.7883693,106.7580777
233,The Molly's Purple Rice x Yogurt,"25 Đường Số 12, P. An Phú, Quận 2, TP. HCM",,30.000 - 100.000,Quận 2,10.8118305,106.7538751
234,StreetOS - Snack Da Cá Chiên Giòn - Xa Lộ Hà Nội,"628C Xa Lộ Hà Nội, P. An Phú, Quận 2, TP. HCM",,40.000 - 65.000,Quận 2,10.8029252,106.7468021
235,Mẹt Home - Shop Online,"37 Đường Số 2, P. Thảo Điền, Quận 2, TP. HCM",,20.000 - 270.000,Quận 2,10.8095409,106.7340844
236,Cô Phúc - Gỏi Cuốn,"907/1A Nguyễn Thị Định, P. Cát Lái, Quận 2, TP. HCM",,5.000 - 30.000,Quận 2,10.7651418,106.7809176
237,Ăn Vặt Bếp Chị Ba,"21/11 Đường Số 9, P. Thảo Điền, Quận 2, TP. HCM",,7.000 - 199.000,Quận 2,10.803679,106.7445972
238,Ăn Vặt Phương Thy Thy - Đường 20,"45 Đường 20 Trần Não, P. An Khánh, Quận 2, TP. HCM",,10.000 - 500.000,Quận 2,10.79775029,106.7309758
239,Xôi Gà Chợ Chiều - Đường Số 31,"32A Đường Số 31, P. Bình Trưng Tây, Quận 2, TP. HCM",,40.000 - 40.000,Quận 2,10.7867527,106.7655987
240,Cơm Tấm Sườn Bì Chả Trứng & Gà Nướng - Sinh Đôi Quán,"49A Quốc Hương, P. Thảo Điền, Quận 2, TP. HCM",,35.000 - 150.000,Quận 2,10.8019928,106.732648
241,Ẩm Thực Chay Ommi - Nguyễn Hoàng,"12 Nguyễn Hoàng, Khu Phố 5, P. An Phú, Thành Phố Thủ Đức, TP. HCM",,0 - 0,Quận 2,10.79682718,106.7449116
242,Ngọc Toàn - Bánh Bèo & Bánh Bột Lọc,"55A Lê Văn Thịnh, P. Bình Trưng Đông, Quận 2, TP. HCM",,20.000 - 30.000,Quận 2,10.7819038,106.769449
243,Bún Mắm Nêm U-Food,"63A Đường Số 6, P. Bình An, Quận 2, TP. HCM",,5.000 - 35.000,Quận 2,10.7344385,106.6542947
244,Bánh Ướt Lòng Gà 52 - Đường 51,"100 Đường 51, P. An Phú, Quận 2, TP. HCM",,12.000 - 52.000,Quận 2,10.78450034,106.7469162
245,"Nhà Quê - Cháo Lòng, Bún Đậu & Cơm Trưa","100 Đường Số 51, P. An Phú, Quận 2, TP. HCM",,35.000 - 150.000,Quận 2,10.79909997,106.7429141
246,Cơm Gà Xối Mỡ 269,"270 Lương Định Của, P. An Phú, Quận 2, TP. HCM",,7.000 - 50.000,Quận 2,10.7920583,106.7500931
247,Hùng Ký - Cơm Gà Xối Mỡ - Lương Định Của,"272 Lương Định Của, P. An Phú, Quận 2, TP. HCM",,5.000 - 100.000,Quận 2,10.7923093,106.7512226
248,Nhà Hàng Buồm Xanh - Nguyễn Quý Cảnh,"39 Nguyễn Quý Cảnh, P. An Phú, Quận 2, TP. HCM",,45.000 - 250.000,Quận 2,10.7986797,106.7368889
249,Sushi Đường Phố - Đường Số 9,"7 Đường 9, P. Thảo Điền, Quận 2, TP. HCM",,10.000 - 79.000,Quận 2,10.803679,106.7445972
250,Sunrise Kebab - Nguyễn Duy Trinh,"543 Nguyễn Duy Trinh, P. Bình Trưng Đông, Quận 2, TP. HCM",,25.000 - 30.000,Quận 2,10.7884681,106.7716679
251,Divine's BBQ - Võ Trường Toản,"53 Võ Trường Toản, P. Thảo Điền, Thành Phố Thủ Đức, TP. HCM",,80.000 - 120.000,Quận 2,10.8066256,106.7467388
252,A Mập - Cháo Lòng - Đường Số 42,"113 Đường Số 42, P. Bình Trưng Đông, Quận 2, TP. HCM",,10.000 - 200.000,Quận 2,10.7859999,106.7754486
253,Cơm Thố Việt - Sala,"32 Nguyễn Cơ Thạch, P. An Lợi Đông, Quận 2, TP. HCM",,8.000 - 79.000,Quận 2,10.77011406,106.7254249
254,Daddy's Chicken - Đường Số 38 - Shop Online,"14 Đường Số 38, P. Thảo Điền, Quận 2, TP. HCM",,15.000 - 299.000,Quận 2,10.8023199,106.7328377
255,Cơm Gà Xối Mỡ - Trần Não,"35 Đường Số 12 Trần Não, P. Bình An, Quận 2, TP. HCM",,25.000 - 35.000,Quận 2,10.79207014,106.7330427
256,Hủ Tiếu Nam Vang & Bún Mắm - Đồng Văn Cống,"55 Đồng Văn Cống, P. Thạnh Mỹ Lợi, Quận 2, TP. HCM",,25.000 - 50.000,Quận 2,10.7780147,106.758215
257,Juice Ơi - Shop Online,"Căn Hộ 1104, CC An Lộc 2, Vũ Tông Phan, P. An Phú, Quận 2, TP. HCM",,30.000 - 200.000,Quận 2,10.7986191,106.7439957
258,Fruit Land - Trái Cây Hộp Cắt Sẵn - Xuân Thủy,"83 Xuân Thủy, P. Thảo Điền, Quận 2, TP. HCM",,40.000 - 60.000,Quận 2,10.8030458,106.7306788
259,Đỗ Thuỵ - Song Hành,"99 Song Hành, P. An Phú, Thành Phố Thủ Đức, TP. HCM",,20.000 - 70.000,Quận 2,10.801582,106.7450318
260,Phất - Bánh Mì & Bún Nem Nướng,"42 Đường Số 8A, Khu Đô Thị An Phú, P. An Khánh, Thành Phố Thủ Đức, TP. HCM",,5.000 - 59.000,Quận 2,10.79833945,106.7376794
261,Okkudak - Oven & Fried Chicken,"50 Xuân Thủy, P. Thảo Điền, Quận 2, TP. HCM",,170.000 - 380.000,Quận 2,10.80301799,106.7303833
262,Xích Ký - Bánh Mì & Bánh Hỏi Heo Quay - Lương Đình Của,"360 Lương Đình Của, P. An Phú, Thành Phố Thủ Đức, TP. HCM",,15.000 - 40.000,Quận 2,10.7923093,106.7512226
263,Bánh Gạo Cay Oppa Tokbokki - Thái Thuận,"3 Thái Thuận, P. An Phú, Quận 2, TP. HCM",,25.000 - 120.000,Quận 2,10.7983767,106.7392478
264,Phở SaiGon - Hương Vị Việt - Song Hành,"86D Song Hành, P. An Phú, Quận 2, TP. HCM",,30.000 - 65.000,Quận 2,10.8017686,106.7463777
265,Vua Phở - Take Away - Trần Não,"25 Đường Số 11, P. Bình An, Quận 2, TP. HCM",,5.000 - 89.000,Quận 2,10.753196,106.624311
266,Benkie Nutmilk Sữa Hạt Nguyên Chất - Xa Lộ Hà Nội,"159 Xa Lộ Hà Nội, P. Thảo Điền, Quận 2, TP. HCM",,10.000 - 60.000,Quận 2,10.8026487,106.7423989
267,Brotzeit - Nhà Hàng Đức - Trần Ngọc Diện,"19 Trần Ngọc Diện, P. Thảo Điền, Quận 2, TP. HCM",,99.000 - 550.000,Quận 2,10.8047667,106.7399258
268,Trà Sữa Yummy - Lương Định Của,"18B/3 Lương Định Của, P. Bình Khánh, Quận 2, TP. HCM",,35.000 - 50.000,Quận 2,10.78797734,106.7381231
269,Cá Nướng & Gà Nướng Tây Bắc,"543/17 Nguyễn Duy Trinh, P. Bình Trưng Đông, Quận 2, TP. HCM",,120.000 - 150.000,Quận 2,10.7884681,106.7716679
270,The Plate - Gà Rán & Hotdog - Đường Số 3,"25A Đường Số 3, P. An Khánh, Quận 2, TP. HCM",,15.000 - 255.000,Quận 2,10.7951533,106.7349824
271,Bami Ngon - Bánh Mì Ngon - Trần Não,"25 Trần Não, P. Bình An, Quận 2, TP. HCM",,20.000 - 20.000,Quận 2,0.0,0.0
272,Lắc Cajun - Hải Sản Cajun,"33 Đường 49B, P. Thảo Điền, Quận 2, TP. HCM",,10.000 - 699.000,Quận 2,10.8023879,106.7289362
273,Shop KEM - Bánh Tráng Trộn & Ăn Vặt - Đường Số 10,"9 Đường Số 10, P. Bình An, Quận 2, TP. HCM",,10.000 - 100.000,Quận 2,10.79565103,106.7322418
274,Sunny - Bánh Mì Que & Cafe,"78 Đường Số 51, P. An Phú, Quận 2, TP. HCM",,12.000 - 28.000,Quận 2,10.7849181,106.7484974
275,Nhà Hàng Beirut - Ẩm Thực Trung Đông - Đường Số 7,"2 Đường Số 7, P. An Phú, Quận 2, TP. HCM",,50.000 - 800.000,Quận 2,10.80893,106.7529665
276,FlavorBox Sài Gòn - Shop Online,"14/3 Đường Số 65, P. Thảo Điền, Quận 2, TP. HCM",,95.000 - 150.000,Quận 2,10.8067409,106.7319562
277,Bún Chả Cá Lanbro 1966,"22 Đường Số 10, P. Thảo Điền, Quận 2, TP. HCM",,25.000 - 40.000,Quận 2,10.8044305,106.7459147
278,A Mập Quán - Cơm Gà Xối Mỡ,"79B Song Hành, KP. 5, P. An Phú, Quận 2, TP. HCM",,5.000 - 40.000,Quận 2,0.0,0.0
279,Vietnam Deli 2,"2 Đường Số 62, P. Bình Trưng Đông, Quận 2, TP. HCM",,15.000 - 95.000,Quận 2,10.7912105,106.7767559
280,Hoàng Quân Food - Hamburger & Fastfood,"17B Đường Số 12, P. Cát Lái, Quận 2, TP. HCM",,21.000 - 45.000,Quận 2,10.778768,106.7661547
